269,10/3/2024,6300,Health insurance,102.99,CHA NEMOURS MY CHART,JACKSONVILLE,FL,10140 CENTURION PKWY NORTH,32256,WITHDRAWAL,WHWH380
270,10/3/2024,5411,Grocery Stores and Supermarkets,1.7,STORE,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
271,10/3/2024,5411,Grocery Stores and Supermarkets,3.82,STORE,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
272,10/4/2024,6300,Health insurance,495.75,AETNA,HARTFORD,CT,151 FARMINGTON AVE,6157,WITHDRAWAL,WHWH380
273,10/4/2024,6300,Health insurance,15.35,VSP,CORDOVA,CA,3333 QUALITY DRIVE RANCHO,95671,WITHDRAWAL,WHWH380
274,10/4/2024,6300,Health insurance,55.45,DELTA CARE,SACRAMENTO,CA,PO BOX 997331,95900,WITHDRAWAL,WHWH380
275,10/4/2024,5411,Grocery Stores and Supermarkets,51.07,MEI'S SUPERMARKET,ORLANDO,FL,10681 EAST COLONIAL DR,32817,WITHDRAWAL,WHWH380
276,10/4/2024,5411,Grocery Stores and Supermarkets,28,MEI'S SUPERMARKET,UNION PARK,FL,10681 EAST COLONIAL DR,32817,WITHDRAWAL,WHWH380
277,10/4/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,36.13,RACETRAC,ORLANDO,FL,11801 UNIVERSITY BLVD,32817,WITHDRAWAL,WHWH380
278,10/4/2024,5814,Fast Food Restaurants (quick-service restaurants).,7.27,TROPICAL SMOOTHIE CA,ORLANDO,FL,3402 TECHNOLOGICAL AVE,32817,WITHDRAWAL,WHWH380
279,10/5/2024,5812,Eating Places and Restaurants (general restaurants).,18.05,EAST GARDEN RESTAURANT,ORLANDO,FL,5136 WEST COLONIAL DR,32808,WITHDRAWAL,WHWH380
280,10/5/2024,5411,Grocery Stores and Supermarkets,58.51,WINN DIXIE,ORLANDO,FL,EAST COLONIAL DR HWY 50,32807,WITHDRAWAL,WHWH380
281,10/6/2024,4784,Tolls,10,CFX - E-PASS A/R,ORLANDO,FL,ATTN FINANCE DEPARTMENT 4974 ORL TOWER ROAD,32807,WITHDRAWAL,WHWH380
282,10/6/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,9.29,CIRCLE K BP,WARRENVLE,IL,28100 TORCH PKWY,60555-3938,WITHDRAWAL,WHWH380
283,10/6/2024,5411,Grocery Stores and Supermarkets,88.93,EASTSIDE ASIAN MARKET,ORLANDO,FL,12950 EAST COLONIAL DR STE 106,32826-4609,WITHDRAWAL,WHWH380
284,10/7/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,12.91,7-ELEVEN,DALLAS,TX,CITY PLACE CTR EAST 2711 NORTH HASKELL AVE,75204,WITHDRAWAL,WHWH380
285,10/7/2024,5999,Miscellaneous and Specialty Retail Stores,22.76,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
286,10/8/2024,5411,Grocery Stores and Supermarkets,25.71,PUBLIX,ORLANDO,FL,1921 SOUTH ALAFAYA TRL 607,32828,WITHDRAWAL,WHWH380
287,10/8/2024,5411,Grocery Stores and Supermarkets,5.84,STORE,ORLANDO,FL,12300 LK UNDERHILL RD,32828,WITHDRAWAL,WHWH380
288,10/10/2024,6300,Health insurance,111,AAA LIFE INSURANCE,LIVONIA,MI,17900 NORTH LAUREL PARK DR,48152-3992,WITHDRAWAL,WHWH380
289,10/10/2024,5999,Miscellaneous and Specialty Retail Stores,335.91,Amazon.com,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
290,10/11/2024,5999,Miscellaneous and Specialty Retail Stores,9.46,Amazon.com,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
291,10/11/2024,5999,Miscellaneous and Specialty Retail Stores,17.03,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
292,10/11/2024,5999,Miscellaneous and Specialty Retail Stores,1.12,Prime Video,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
293,10/11/2024,5999,Miscellaneous and Specialty Retail Stores,26.49,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
294,10/12/2024,5814,Fast Food Restaurants (quick-service restaurants).,6.06,MCDONALD'S,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
295,10/12/2024,5411,Grocery Stores and Supermarkets,2.13,STORE,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
296,10/12/2024,5411,Grocery Stores and Supermarkets,10.2,STORE,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
297,10/12/2024,5411,Grocery Stores and Supermarkets,23.88,WAL-MART NEIGHBORHOOD,ORLANDO,FL,433 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
298,10/12/2024,5999,Miscellaneous and Specialty Retail Stores,22.42,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
299,10/13/2024,5411,Grocery Stores and Supermarkets,180.77,BJS.COM,WESTBOROUGH,MA,25 RESEARCH DR,1581,WITHDRAWAL,WHWH380
300,10/13/2024,5999,Miscellaneous and Specialty Retail Stores,48,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
301,10/14/2024,4899,"Netflix, Amazon",2.25,DISNEY PLUS,BURBANK,CA,500 SOUTH BUENA VIS ST,91521,WITHDRAWAL,WHWH380
302,10/14/2024,1711,"Heating, Plumbing, and Air Conditioning Contractors",242,MASSEY SERVICES,ORLANDO,FL,315 GROVELAND ST,32804,WITHDRAWAL,WHWH380
303,10/14/2024,4900,Water Bill,133.37,ORANGE COUNTY UTILITIES,ORLANDO,FL,9150 CURRY FRD RD,32825,WITHDRAWAL,WHWH380
304,10/14/2024,5411,Grocery Stores and Supermarkets,87.04,PUBLIX,ORLANDO,FL,1921 SOUTH ALAFAYA TRL 607,32828,WITHDRAWAL,WHWH380
305,10/15/2024,5814,Fast Food Restaurants (quick-service restaurants).,8.84,PANDA EXPRESS,ORLANDO,FL,688 NORTH ALAFAYA TRL STE 110,32828,WITHDRAWAL,WHWH380
306,10/15/2024,5814,Fast Food Restaurants (quick-service restaurants).,16.19,PANDA EXPRESS,ORLANDO,FL,688 NORTH ALAFAYA TRL STE 110,32828,WITHDRAWAL,WHWH380
307,10/15/2024,5964,Retail Purchases,25.17,SP SWIMOUTLET.COM,MPBELL,CA,1919 SOUTH BASCOM AVE,95138,WITHDRAWAL,WHWH380
308,10/15/2024,5999,Miscellaneous and Specialty Retail Stores,20.4,Amazon.com,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
309,10/15/2024,5999,Miscellaneous and Specialty Retail Stores,106.49,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
310,10/15/2024,5999,Miscellaneous and Specialty Retail Stores,9.57,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
311,10/16/2024,6300,Health insurance,25.56,SP EYEDICTIVE,MIAMI LAKES,FL,5858 MIAMI LAKES DRIVE,33014,WITHDRAWAL,WHWH380
312,10/16/2024,5999,Miscellaneous and Specialty Retail Stores,7.44,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
313,10/17/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,39.21,EXXON MOBILE,Irving,TX,5959 Las Colinas Blvd,75039,WITHDRAWAL,WHWH380
314,10/17/2024,4214,"Motor Freight Carriers, Trucking, Moving and Storage, Local Delivery",31.98,INSTACART,SAN FRANCISCO,CA,50 BEALE ST 6TH FLOOR,94105,WITHDRAWAL,WHWH380
315,10/17/2024,5411,Grocery Stores and Supermarkets,24.69,WAL-MART NEIGHBORHOOD,ORLANDO,FL,433 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
316,10/17/2024,4814,Phone Bill,7.55,Amazon Prime,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
317,10/17/2024,5999,Miscellaneous and Specialty Retail Stores,16.96,Amazon.com,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
318,10/18/2024,6300,Health insurance,495.75,AETNA,HARTFORD,CT,151 FARMINGTON AVE,6158,WITHDRAWAL,WHWH380
319,10/18/2024,6300,Health insurance,15.35,VSP,CORDOVA,CA,3333 QUALITY DRIVE RANCHO,95672,WITHDRAWAL,WHWH380
320,10/18/2024,6300,Health insurance,55.45,DELTA CARE,SACRAMENTO,CA,PO BOX 997332,95901,WITHDRAWAL,WHWH380
321,10/18/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,7.6,CIRCLE K BP,WARRENVLE,IL,28100 TORCH PKWY,60555-3938,WITHDRAWAL,WHWH380
322,10/18/2024,4214,"Motor Freight Carriers, Trucking, Moving and Storage, Local Delivery",28.77,UBER,SAN FRANCISCO,CA,1455 Market St 400 -,94103,WITHDRAWAL,WHWH380
323,10/19/2024,5814,Fast Food Restaurants (quick-service restaurants).,6.06,MCDONALD'S,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
324,10/19/2024,6300,Health insurance,2.74,QUEST DIAGNOSTICS,NORRISTOWN,PA,2750 MONROE BLVD,19403-2429,WITHDRAWAL,WHWH380
325,10/19/2024,6300,Health insurance,22.15,QUEST DIAGNOSTICS,NORRISTOWN,PA,2750 MONROE BLVD,19403-2429,WITHDRAWAL,WHWH380
326,10/19/2024,6300,Health insurance,31.26,QUEST DIAGNOSTICS,NORRISTOWN,PA,2750 MONROE BLVD,19403-2429,WITHDRAWAL,WHWH380
327,10/19/2024,5411,Grocery Stores and Supermarkets,9.17,STORE,ORLANDO,FL,401 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
328,10/20/2024,5411,Grocery Stores and Supermarkets,52.35,WALMART.COM,BENTONVILLE,AR,702 SOUTH WEST 8TH ST,72712-6209,WITHDRAWAL,WHWH380
329,10/22/2024,5814,Fast Food Restaurants (quick-service restaurants).,2.13,MCDONALD'S,ORLANDO,FL,12300 LK UNDERHILL RD,32828,WITHDRAWAL,WHWH380
330,10/24/2024,4816,Internet Services,70.24,AT&T UVERSE PAYMENT,DALLAS,TX,208 SOUTH AKARD ST,75202,WITHDRAWAL,WHWH380
331,10/24/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,32.88,CIRCLE K BP,WARRENVLE,IL,28100 TORCH PKWY,60555-3938,WITHDRAWAL,WHWH380
332,10/24/2024,5814,Fast Food Restaurants (quick-service restaurants).,2.13,MCDONALD'S,ORLANDO,FL,12300 LK UNDERHILL RD,32828,WITHDRAWAL,WHWH380
333,10/24/2024,5411,Grocery Stores and Supermarkets,51.24,PUBLIX,ORLANDO,FL,3400 AVALON PARK EAST BLVD,32828,WITHDRAWAL,WHWH380
334,10/25/2024,5814,Fast Food Restaurants (quick-service restaurants).,7.45,SUBWAY,ORLANDO,FL,4668 MILLENIA PLZ WAY STE F-9,32839,WITHDRAWAL,WHWH380
335,10/26/2024,5411,Grocery Stores and Supermarkets,117.58,BJS.COM,WESTBOROUGH,MA,25 RESEARCH DR,1581,WITHDRAWAL,WHWH380
336,10/26/2024,5411,Grocery Stores and Supermarkets,27.38,BJS.COM,WESTBOROUGH,MA,25 RESEARCH DR,1581,WITHDRAWAL,WHWH380
337,10/26/2024,5814,Fast Food Restaurants (quick-service restaurants).,15.87,BLAZE PIZZA,ORLANDO,FL,4100 NORTH ALAFAYA TRL,32826,WITHDRAWAL,WHWH380
338,10/26/2024,6300,Health insurance,2.44,CVS PHARMACY,ORLANDO,FL,13000 TANJA KING BLVD,32828,WITHDRAWAL,WHWH380
339,10/26/2024,6300,Health insurance,13.4,CVS PHARMACY,ORLANDO,FL,13000 TANJA KING BLVD,32828,WITHDRAWAL,WHWH380
340,10/26/2024,6300,Health insurance,14.05,CVS PHARMACY,ORLANDO,FL,13000 TANJA KING BLVD,32828,WITHDRAWAL,WHWH380
341,10/26/2024,5411,Grocery Stores and Supermarkets,12.38,MEI'S SUPERMARKET,ORLANDO,FL,10681 EAST COLONIAL DR,32817,WITHDRAWAL,WHWH380
342,10/26/2024,5411,Grocery Stores and Supermarkets,19,MEI'S SUPERMARKET,UNION PARK,FL,10681 EAST COLONIAL DR,32817,WITHDRAWAL,WHWH380
343,10/26/2024,5411,Grocery Stores and Supermarkets,28.77,WAL-MART NEIGHBORHOOD,ORLANDO,FL,433 SOUTH AVALON PARK BLVD,32828,WITHDRAWAL,WHWH380
344,10/26/2024,8398,Charitable and Social Service Organizations,50,WORLD VISION,AUBURN,WA,34834 WEYERHAEUSER WAY,98001,WITHDRAWAL,WHWH380
345,10/27/2024,1711,"Heating, Plumbing, and Air Conditioning Contractors",19.5,DEL-AIR HEATING,SANFORD,FL,531 CODISCO WAY,32771,WITHDRAWAL,WHWH380
346,10/27/2024,6300,Health insurance,18.09,WALGREENS,ORLANDO,FL,12279 LK UNDERHILL RD,32825,WITHDRAWAL,WHWH380
347,10/27/2024,5999,Miscellaneous and Specialty Retail Stores,37.26,AMAZON MKTPL,SEATTLE,WA,410 TERRY AVE N,98109,WITHDRAWAL,WHWH380
348,10/29/2024,5542,Automated Fuel Dispensers (for self-service gas stations).,30.29,CIRCLE K BP,WARRENVLE,IL,28100 TORCH PKWY,60555-3938,WITHDRAWAL,WHWH380
349,10/30/2024,7230,Beauty and Barber Shops,15.99,GREAT CLIPS,ORLANDO,FL,425 AVALON PARK BLVD STE 800,32828,WITHDRAWAL,WHWH380
350,10/30/2024,5411,Grocery Stores and Supermarkets,72.05,WALMART.COM,BENTONVILLE,AR,702 SOUTH WEST 8TH ST,72712-6209,WITHDRAWAL,WHWH380
351,10/31/2024,5964,Retail Purchases,19,CIRCLE K,TEMPE,AZ,1130 WEST WARNER RD,85284,WITHDRAWAL,WHWH380
